Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MMM,MMM,MMM,MMM,MMM,MMM
Date,,,,,,
2009-01-02 00:00:00+00:00,30.355424880981445,49.489967346191406,49.65719223022461,48.09364318847656,48.11872863769531,6355424
2009-01-05 00:00:00+00:00,30.001558303833008,48.91304397583008,49.40635681152344,48.58695602416992,49.155517578125,4507485
2009-01-06 00:00:00+00:00,30.355424880981445,49.489967346191406,50.00836181640625,49.0050163269043,49.113712310791016,5939575
2009-01-07 00:00:00+00:00,29.78103256225586,48.55351257324219,49.29766082763672,48.14381408691406,49.0050163269043,5499328
2009-01-08 00:00:00+00:00,30.042593002319336,48.97993469238281,49.08863067626953,48.035118103027344,48.22742462158203,4718100
2009-01-09 00:00:00+00:00,29.611797332763672,48.277591705322266,49.3394660949707,48.13545227050781,49.16387939453125,4378556
2009-01-12 00:00:00+00:00,29.2733154296875,47.72575378417969,48.41136932373047,47.39966583251953,48.1939811706543,5002270
2009-01-13 00:00:00+00:00,28.847654342651367,47.03177261352539,47.909698486328125,46.58026885986328,47.533443450927734,5298400
2009-01-14 00:00:00+00:00,28.227108001708984,46.02006530761719,46.8227424621582,45.56856155395508,46.245819091796875,5406877
2009-01-15 00:00:00+00:00,28.29378318786621,46.128761291503906,46.622074127197266,45.39297866821289,46.05351257324219,5713770
2009-01-16 00:00:00+00:00,28.934837341308594,47.173912048339844,47.3494987487793,45.894649505615234,46.47993469238281,6723792
2009-01-20 00:00:00+00:00,27.652721405029297,45.08361053466797,47.32441329956055,45.02508544921875,47.173912048339844,6797586
2009-01-21 00:00:00+00:00,27.81683921813965,45.35116958618164,45.81939697265625,44.105350494384766,45.6605339050293,7047789
2009-01-22 00:00:00+00:00,27.724517822265625,45.20066833496094,45.62709045410156,44.1722412109375,44.85786056518555,5727524
2009-01-23 00:00:00+00:00,27.129610061645508,44.230770111083984,44.87458038330078,43.737457275390625,44.3227424621582,6799021
2009-01-26 00:00:00+00:00,27.468088150024414,44.78260803222656,45.61036682128906,44.27257537841797,44.76588439941406,6201499
2009-01-27 00:00:00+00:00,27.68861198425293,45.14213943481445,45.57692337036133,44.50668716430664,44.941471099853516,5648349
2009-01-28 00:00:00+00:00,28.421995162963867,46.337791442871094,46.697322845458984,44.9832763671875,45.526756286621094,7302058
2009-01-29 00:00:00+00:00,29.001508712768555,47.28260803222656,48.252506256103516,46.0117073059082,46.51337814331055,9752543
2009-01-30 00:00:00+00:00,27.58604621887207,44.97491455078125,47.5,44.556854248046875,47.31605529785156,9113879
2009-02-02 00:00:00+00:00,25.960336685180664,42.32441329956055,44.33110427856445,41.93980026245117,44.138797760009766,10827268
2009-02-03 00:00:00+00:00,26.48343849182129,43.1772575378418,43.3277587890625,42.056854248046875,42.85116958618164,9227977
2009-02-04 00:00:00+00:00,26.073158264160156,42.50836181640625,43.854515075683594,42.31605529785156,43.403011322021484,5647990
2009-02-05 00:00:00+00:00,26.437265396118164,43.10200881958008,43.33612060546875,41.81438064575195,42.26588439941406,6328036
2009-02-06 00:00:00+00:00,26.86806297302246,43.80434799194336,44.247493743896484,42.97658920288086,43.16889572143555,6345856
2009-02-09 00:00:00+00:00,27.75016212463379,45.24247360229492,45.70233917236328,43.729095458984375,43.862876892089844,8547692
2009-02-10 00:00:00+00:00,26.19623374938965,42.70903015136719,45.24247360229492,42.458194732666016,45.033443450927734,8263882
2009-02-11 00:00:00+00:00,26.303932189941406,42.88461685180664,43.637123107910156,42.441471099853516,43.277591705322266,6993730
2009-02-12 00:00:00+00:00,25.626972198486328,41.78093719482422,42.27424621582031,40.66889572143555,42.182273864746094,10160498
2009-02-13 00:00:00+00:00,25.34491539001465,41.32107162475586,42.30769348144531,41.17892837524414,42.30769348144531,5753478
2009-02-17 00:00:00+00:00,24.319225311279297,39.64883041381836,40.91136932373047,39.464881896972656,40.91136932373047,10349945
2009-02-18 00:00:00+00:00,24.438451766967773,39.41471481323242,39.78260803222656,38.97157287597656,39.51504898071289,5936705
2009-02-19 00:00:00+00:00,24.40216636657715,39.35618591308594,40.1672248840332,38.94648742675781,38.94648742675781,6643302
