Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,60.130001068115234,61.0,59.040000915527344,60.650001525878906,37.79157257080078,11638900
2009-01-05,60.41999816894531,60.77000045776367,59.36000061035156,60.04999923706055,37.41770553588867,15540000
2009-01-06,60.33000183105469,60.439998626708984,58.900001525878906,59.689998626708984,37.19338607788086,22097600
2009-01-07,59.2400016784668,59.81999969482422,58.75,59.130001068115234,36.84444808959961,14293300
2009-01-08,59.65999984741211,59.88999938964844,58.630001068115234,59.02000045776367,36.77589797973633,17345400
2009-01-09,59.13999938964844,59.54999923706055,58.54999923706055,59.04999923706055,36.79459762573242,14698300
2009-01-12,59.08000183105469,59.40999984741211,58.150001525878906,58.34000015258789,36.3521842956543,15253100
2009-01-13,58.599998474121094,59.119998931884766,58.380001068115234,58.84000015258789,36.66374969482422,15513400
2009-01-14,58.54999923706055,58.59000015258789,57.380001068115234,57.95000076293945,36.10918045043945,16707900
2009-01-15,58.09000015258789,58.20000076293945,56.0099983215332,57.619998931884766,35.90354537963867,20383600
2009-01-16,58.06999969482422,58.06999969482422,56.630001068115234,57.439998626708984,35.7913932800293,20746500
2009-01-20,56.5099983215332,58.029998779296875,56.5,56.75,35.361446380615234,23153700
2009-01-21,57.59000015258789,57.59000015258789,55.09000015258789,56.36000061035156,35.11844253540039,22306100
2009-01-22,56.369998931884766,56.970001220703125,55.61000061035156,56.869998931884766,35.43621826171875,19146100
2009-01-23,56.150001525878906,56.38999938964844,55.099998474121094,55.970001220703125,34.87543487548828,21334000
2009-01-26,56.20000076293945,56.95000076293945,55.79999923706055,56.54999923706055,35.23682403564453,16347800
2009-01-27,56.849998474121094,57.7400016784668,56.5099983215332,57.540000915527344,35.85370635986328,14771500
2009-01-28,58.22999954223633,58.75,57.900001525878906,58.560001373291016,36.489280700683594,18096400
2009-01-29,58.16999816894531,58.77000045776367,57.650001525878906,58.279998779296875,36.31481170654297,16159300
2009-01-30,58.18000030517578,58.38999938964844,57.25,57.689998626708984,35.94715881347656,13858500
2009-02-02,57.25,58.13999938964844,56.91999816894531,57.689998626708984,35.94715881347656,10933900
2009-02-03,58.06999969482422,58.810001373291016,57.22999954223633,58.58000183105469,36.50173568725586,13181700
2009-02-04,58.709999084472656,59.130001068115234,57.66999816894531,57.959999084472656,36.11539840698242,11429500
2009-02-05,57.93000030517578,58.540000915527344,56.9900016784668,58.11000061035156,36.208866119384766,14781300
2009-02-06,58.2599983215332,58.720001220703125,57.79999923706055,58.5099983215332,36.4581184387207,11458700
2009-02-09,58.459999084472656,58.70000076293945,57.959999084472656,58.5,36.451881408691406,9357000
2009-02-10,57.97999954223633,58.5,56.599998474121094,56.72999954223633,35.34898376464844,16612000
2009-02-11,56.880001068115234,57.369998931884766,56.529998779296875,57.33000183105469,35.72285461425781,14692600
2009-02-12,56.91999816894531,57.849998474121094,56.08000183105469,57.779998779296875,36.00324630737305,14424600
2009-02-13,57.709999084472656,57.79999923706055,56.810001373291016,57.099998474121094,35.57952880859375,12563900
2009-02-17,56.06999969482422,56.790000915527344,55.72999954223633,55.97999954223633,34.88165283203125,15246500
2009-02-18,55.70000076293945,56.2599983215332,55.41999816894531,55.83000183105469,34.7881965637207,15517100
2009-02-19,56.2599983215332,56.5,55.630001068115234,55.93000030517578,34.85049057006836,12199800
2009-02-20,55.0099983215332,55.470001220703125,54.54999923706055,54.650001525878906,34.3353157043457,24427000
2009-02-23,54.16999816894531,55.09000015258789,53.58000183105469,53.650001525878906,33.70704650878906,20500400
2009-02-24,54.599998474121094,54.77000045776367,53.84000015258789,54.540000915527344,34.26620101928711,18848100
2009-02-25,54.31999969482422,54.7599983215332,53.59000015258789,53.959999084472656,33.90179443359375,21016500
2009-02-26,54.4900016784668,54.4900016784668,52.29999923706055,52.439998626708984,32.946815490722656,21284600
2009-02-27,51.59000015258789,52.0,49.939998626708984,50.0,31.413822174072266,29873300
2009-03-02,49.029998779296875,49.43000030517578,47.84000015258789,47.91999816894531,30.107006072998047,27902900
2009-03-03,47.97999954223633,48.529998779296875,47.34000015258789,47.63999938964844,29.93108367919922,25987400
2009-03-04,47.779998779296875,49.369998931884766,47.38999938964844,49.099998474121094,30.848379135131836,24253500
2009-03-05,48.310001373291016,48.61000061035156,47.40999984741211,47.66999816894531,29.94994354248047,22344000
2009-03-06,47.599998474121094,48.59000015258789,47.0099983215332,47.970001220703125,30.138418197631836,19202100
2009-03-09,47.459999084472656,47.75,46.25,46.599998474121094,29.277677536010742,23304900
2009-03-10,47.22999954223633,47.869998931884766,46.93000030517578,47.779998779296875,30.0190486907959,21883400
2009-03-11,48.220001220703125,48.72999954223633,47.56999969482422,47.900001525878906,30.094438552856445,16569300
2009-03-12,47.720001220703125,49.31999969482422,47.33000183105469,49.0,30.78554344177246,16337000
2009-03-13,49.68000030517578,50.790000915527344,49.25,50.63999938964844,31.81592559814453,16509600
2009-03-16,51.130001068115234,51.5099983215332,50.650001525878906,50.72999954223633,31.87245750427246,16547600
2009-03-17,50.70000076293945,50.790000915527344,49.459999084472656,50.720001220703125,31.866191864013672,17325700
2009-03-18,50.689998626708984,51.58000183105469,50.25,50.65999984741211,31.828489303588867,16730400
2009-03-19,51.15999984741211,51.15999984741211,49.4900016784668,50.060001373291016,31.451526641845703,18963600
2009-03-20,51.09000015258789,52.0,50.88999938964844,51.66999816894531,32.46304702758789,27591800
2009-03-23,52.380001068115234,53.22999954223633,51.66999816894531,53.22999954223633,33.443153381347656,18822300
2009-03-24,52.9900016784668,53.599998474121094,52.310001373291016,52.70000076293945,33.11017608642578,17093700
2009-03-25,52.97999954223633,53.27000045776367,52.0099983215332,52.86000061035156,33.21068572998047,15822000
2009-03-26,53.08000183105469,53.70000076293945,52.25,52.900001525878906,33.23583221435547,14574000
2009-03-27,52.689998626708984,53.290000915527344,52.54999923706055,52.83000183105469,33.191837310791016,11293600
2009-03-30,52.540000915527344,53.459999084472656,52.36000061035156,53.0099983215332,33.3049430847168,15743200
2009-03-31,53.36000061035156,53.5,52.40999984741211,52.599998474121094,33.047332763671875,18517700
2009-04-01,52.29999923706055,53.20000076293945,51.880001068115234,53.040000915527344,33.32378387451172,13730300
2009-04-02,53.290000915527344,54.130001068115234,52.65999984741211,52.970001220703125,33.2797966003418,17418900
2009-04-03,53.0,53.29999923706055,51.75,52.150001525878906,32.76462936401367,15213700
2009-04-06,52.029998779296875,52.540000915527344,51.66999816894531,52.20000076293945,32.796051025390625,12768700
2009-04-07,51.88999938964844,52.0,51.279998779296875,51.36000061035156,32.26829147338867,13130100
2009-04-08,51.540000915527344,51.869998931884766,51.20000076293945,51.45000076293945,32.324832916259766,10935000
2009-04-09,51.9900016784668,52.060001373291016,51.099998474121094,51.40999984741211,32.29969024658203,15056300
2009-04-13,51.27000045776367,51.560001373291016,51.0,51.150001525878906,32.13634490966797,12067200
